Tweet,Sentiment
fuck braces ya teeth need babrbwire dont get caught up in this crossfire ,Negative
fuck braces ya teeth need babrbwire dont get caught up in this crossfire ,Negative
 break you off ft kayla by chris mizzy on,Positive
these bitches be doing the most i swear,Neutral
 46 meps write to  eu citizens cannot afford growth at the expense of nature and health ,Neutral
famous jameis back at it,Neutral
any workplace that pushes you to your mental amp verbal limits is the clear sign to move on to bigger amp better things,Positive
 off to go play ,Negative
 off to go play ,Negative
i love you,Neutral
 i think therefore i reject doug ford,Negative
convos with mono are the best ,Neutral
  has been updated doubling the frequency of public events,Neutral
  has been updated doubling the frequency of public events,Neutral
peoples choice awards 2015 returns live jan 7,Neutral
great time to be in jax    sportsrelated employment on the rise in jacksonville,Positive
great time to be in jax    sportsrelated employment on the rise in jacksonville,Neutral
what i made for dinner last night mini beef pot pies with cheddar crust,Positive
just notice me for once please  lt3lt3lt3,Neutral
you like the quarterback but im in love with the tuba player ,Neutral
 some tweets now from this weeks  all about the netflix tax and the   hearings ,Negative
 some tweets now from this weeks  all about the netflix tax and the   hearings ,Negative
im gonna save up and get the iphone 6 but by the time i do that the iphone 10 will already be out nshit,Neutral
is that a limas sweed documentary,Positive
of course i got offered a position as well,Positive
thanks      happy to engage  via ,Negative
 we know who the real culprit is  strikes again,Neutral
 hey ladies,Negative
mutiny outrage trails soldiers death sentence,Negative
mutiny outrage trails soldiers death sentence,Negative
so do i,Positive
one house like this pls,Negative
today is the day,Neutral
jamie foxx releases first new song since 2010 party aint a party also features 2 chainzrea,Neutral
jamie foxx releases first new song since 2010 party aint a party also features 2 chainzrea,Negative
 unconditional love is a beautiful inner lotus,Neutral
yes so with these theres literally no need to carry a purse with you or anything its incredible,Neutral
stretching the word count often occurs when hacks are churning out seoheavy content bane of the interwebs,Neutral
michael clifford you must be fireproof cause nobody saves me baby the way you do ,Neutral
 michael clifford 5sos i hope you have a good day pls follow me nd make me super duper happy  i lub chu ٩ᗜˋو 2496,Neutral
 if you put as much energy into life as you do blunts you wouldnt be such a fucking loser and you would actually have somethi,Neutral
 if you put as much energy into life as you do blunts you wouldnt be such a fucking loser and you would actually have somethi,Positive
  says part of the reason he came back to cleveland is he thinks kyrie irving can be the best pg in the nba h,Neutral
 put garbage on the pagemost people get stuck trying to get it perfect at this stage you are a potter throwing a blo,Neutral
happy birthday to you lt3,Negative
 just a little bit of your heart is all i want,Positive
watch live sean payton and drew brees speak on wednesday,Neutral
 blink fast   ,Positive
 blink fast   ,Positive
ha i cant be alone in this right d,Neutral
the most beautiful ios temperature converter now teaches you to convert on your own with a special hack,Neutral
hey guys cheers for the follow do you ever do any networking im hoping to launch a youtube channel soon br great to meet up,Negative
innit and she says she hates the adnan song dark times happy to do the venus ones again anyway we got killed a lot,Neutral
i have abandoned my  for the  i am now looking for a good ,Positive
i have abandoned my  for the  i am now looking for a good ,Neutral
me and sam are doing our project over tampons ,Neutral
me and sam are doing our project over tampons ,Positive
its nothin but lonely bitches on ig,Positive
so excited to see yall tomorrow in tuscaloosa ,Neutral
jet park r21 accident blocking lanes after the griffiths road exit  delays towards the n12 interchange  southbound,Neutral
yessssss blow out of proportion,Negative
 if a 99pound girl eats 1 pound of nachos shes 1 nacho,Neutral
 if a 99pound girl eats 1 pound of nachos shes 1 nacho,Neutral
check out contesty entry from  emz  t4rburt  on flirt chase,Neutral
thanks beth,Neutral
thanks beth,Positive
my male friends are beautiful inside and over protective its all l o v e ,Neutral
my male friends are beautiful inside and over protective its all l o v e ,Positive
 there are things that can be forgiven but can never be forgotten,Negative
 there are things that can be forgiven but can never be forgotten,Neutral
 taking a deep breath amp watching the recital dvd for the first time,Negative
 taking a deep breath amp watching the recital dvd for the first time,Neutral
of course hope to see you at  sept 26th and 27th for my live recording,Negative
i kinda wanna go back and relive beyers set from sat it was the dopeness,Neutral
looking for the best iphone 5s skin compare prices ,Neutral
can i get an amen ladies ,Positive
can i get an amen ladies ,Positive
albuquerque likely now,Negative
happy birthday  hope u have a blast and enjoy errols 9 periods ltr,Positive
what i find out today will change everything,Positive
everyone should follow the advice i found on my yogi tea bagits pretty easy ,Neutral
pleasure p,Neutral
awesome no wonder everyone around here is happy fun and super motivated  love it,Neutral
awesome no wonder everyone around here is happy fun and super motivated  love it,Positive
what is not started today is never finished tomorrow  johann wolfgang von goethe,Positive
 netflix is bae,Neutral
 netflix is bae,Neutral
 actually tell everyone,Neutral
i hate ppl who nitpick its annoying,Neutral
 yaaaaassss bethany ,Positive
 yaaaaassss bethany ,Positive
congrats dude,Negative
  if youre excited for  at  finale,Neutral
    source,Neutral
you really dont want anyone telling you what to do today esp more for pisces,Neutral
 a  the view of a contact of mine is that bayerns fluent footballing machine has not quite clicked int,Neutral
 a  the view of a contact of mine is that bayerns fluent footballing machine has not quite clicked int,Positive
this is so cute wow but lads what even are the facial expressions,Positive
happy hatch day,Neutral
that moment where youve been homeless for years and find something comfy,Neutral
that moment where youve been homeless for years and find something comfy,Negative
i gather they want these people to be fed within a centralized vicinity but if you get the time you can hop on board,Neutral
3000 troops to the ebola wars with presidential orders to manage the virus ss titanic stupidity sets sail rush limbaugh,Neutral
