,Tweet,Sentiment
46963, glede na to da je zahtevo za ustavno presojo razpisa volitev dal sw vogrin so se moznosti da bodo res 13 7 drasticno ,Neutral
46964,matematični kolokvij euler  300 years on 12 6 ob 1800 v 202 predaval bo dr robin james wilson vabljeni,Positive
46967,vsakic ko hocem kupit alkohol to ni vsakodnevno opravilo  moram pokazat dokument  ocitno zgledam vsak dan mlajsa ,Positive
46968,mi imamo pa najboljše wifi geslo brezzice,Neutral
46969,vlado miheljak o volitvah v juliju mar res ni nič tako pomembno kot čimprejšnja vlada s polnimi pooblastili,Neutral
46971,gabrič če komu ni všeč kakšna dikcija bi bilo bolje izboljšati zakon v nadaljnjem postopku ne pa zapreči vseh izboljšav ki jih prinaša,Negative
46972,cimer ma dobrote ki jih zamenja za musko,Negative
46973,vroce kot v kotlovnici,Negative
46974,vroce kot v kotlovnici,Positive
46975, slorevolucionarji v normandiji slavijo izkrcanjeresnicatitovi pogovori z nemci da bi skupaj udarili na zaveznike ob izk,Negative
46976, slorevolucionarji v normandiji slavijo izkrcanjeresnicatitovi pogovori z nemci da bi skupaj udarili na zaveznike ob izk,Negative
46977,cvelfar eden od načinov dedemonizacije gradiva sdv je njegova javna objava vsak si ga lahko pogleda sam in ne rabi interpretov,Neutral
46978,cvelfar po zakonu iz l 2006 pa je možno javno objaviti le 5  gradiva sdv,Negative
46979,ce izpolnete polje naslov bodo drugi uporabniki veliko lazje nasli vas mali oglas res   ,Neutral
46980,sedaj pa v portoroz na bmw predstvitve in   ,Negative
46981, hvala vsem ki pošiljate podporo za  po pošti vsakič mi pok pisem polepša začetek dneva ,Positive
46982,h3 ljubljanska sev obvoznica zastoj,Negative
46983, gabrič razlikovanje zločincev in žrtev je stvar druge zakonodaje ne arhivske,Negative
46984, cvelfar anonimizacija ni namenjena raziskovalcem namenjena je javnemu dostopu ali dostopu iz osebnega interesa,Negative
46985, cvelfar anonimizacija ni namenjena raziskovalcem namenjena je javnemu dostopu ali dostopu iz osebnega interesa,Negative
46986, čibej anonimizacija je prišla v novelo na podlagi predloga uporabnika arhivskega gradiva leljaka,Neutral
46987,povabljen  eden izmed organizatorjem je družinski prijatelj,Positive
46990,razlike so v osnovnih hitrostih pri tera tudi v dodatnem iptv priključku možna pa je nadgradnja hitrosti do 500100 z doplačilom,Negative
46991,na štajerski avtocesti je obtičal pokvarjen tovornjak med priključkoma šentrupert in šempeter ,Negative
46994, a za sds je večji problem pionirska kapa kot da je sam njen predsednik hodil v kumrovec urednikov komentar http,Neutral
46995, a za sds je večji problem pionirska kapa kot da je sam njen predsednik hodil v kumrovec urednikov komentar http,Positive
46998,na katerem položaju igra lionel andres messi pomerite se v najbolj nogometnem kvizu ta hip,Negative
47005,najboljše opravilo za petek popoldne oštevilčevat strani v laboratorijskem zvezku,Negative
47006,1  slovenija je danes prvič zastopana na 70 obletnici izkrcanja zavezniških sil v normandiji ,Negative
47007,1  slovenija je danes prvič zastopana na 70 obletnici izkrcanja zavezniških sil v normandiji ,Negative
47008,a1 ljubljana  koper zastoj,Positive
47009,takole so po sarajevu oglaševali prihod pahorja  borutpahor,Positive
47011,najboljše baklave pa so v,Neutral
47012, bravo res je v dezelah z odl pitno vodo neumnost kupovati ustekleniceno   voda s porukom ,Neutral
47013,kje iti danes proti cro obali avtocesta stara cesta,Positive
47014,tudi žrtve lažejo mar ne lekcija za razvpitega novinarja nyt,Positive
47015,h3 ljubljanska sev obvoznica nesreča,Negative
47016,h3 ljubljanska sev obvoznica nesreča,Neutral
47017,putin se je v normandiji sestal z merklovo na lastno pobudo tudi z obamo  via,Negative
47018,mišo v akciji  štovhram     odprta kuhna,Negative
47023,nekdanjim delavcem primorja izplačali del prednostnih terjatev,Positive
47024,sodniki morajo po besedah masleše izkazovati etiko in integriteto,Positive
47025,sodniki morajo po besedah masleše izkazovati etiko in integriteto,Negative
47026,jutri bodo v organizaciji vodnikov erp kd rp celje potekali izpiti reševalnih psov  iskanje v ruševini držali,Negative
47027,o kok fajn tata prnesu češnje na job da jih bom mel za vikend ,Positive
47030, gabrič če bi držale floskule nasprotnikov zakona potem lahko ukinimo oddelke na fakultetah saj študenti ne bi mogli pisat,Negative
47031,rdece cesnje rada jem se rajsi jih pa sploh ne jem,Positive
47034,se samo meni zdi ali apple izdelki ko ga frišnega odpreš dišijo po jabkah d,Negative
47035,gre za doplačilo se prišteje k osnovni ceni paketa  tabela odvisno je tudi ali izberete t3 ali t4 tera,Negative
47036,gre za doplačilo se prišteje k osnovni ceni paketa  tabela odvisno je tudi ali izberete t3 ali t4 tera,Positive
47038,v junijski številki kinologa si preberite članek naše katje o reševalnih psih in zapis o iro izpitih ki so tudi,Negative
47041,danes praznuje tetris 30 let   odigrajte kaksno nostalgicno igro ,Positive
47044,danes v klubu klub gromka,Neutral
47052,fala lejpa majster aleksej pajitnov,Positive
47053,elizabeta ii je živa legenda in tale strupeno zelen plašč zmaga,Negative
47054,kaj mi meni ni jasno oblečena ko ena morticia,Negative
47055, lidl je danes pripravil dobrodelno akcijo kjer bodo celoten izkupiček prodaje namenili zvezi,Negative
47056, lidl je danes pripravil dobrodelno akcijo kjer bodo celoten izkupiček prodaje namenili zvezi,Positive
47057,se ne opredeljujem je pa zabavno za pogledat in se za dve min nasmejat troha pac,Positive
47058,seveda tudi domena in ljubkovalno domenca,Positive
47059,ostanite tam kjer ste,Positive
47060,kriminal da zaradi  naredijo prometni infarkt na šmartinki v petek ob 15h ko gredo ljudje iz službe,Negative
47061,ladislav troha popolnoma izgubi živce v ponedeljek začnem z gladovno stavko,Negative
47062, kriminal da zaradi  naredijo prometni infarkt na šmartinki v petek ob 15h ko gredo ljudje iz službe,Neutral
47063, 1  slovenija je danes prvič zastopana na 70 obletnici izkrcanja zavezniških sil v normandiji ,Neutral
47064,pojedla sem cel šmorn rahlo mi je slabo krivim  in,Negative
47065,no hollandov pisec govorov se je pa potrudil,Neutral
47066,you are cray ne disijo po sweatshiopih kaj mas novga,Positive
47067,ce morda niste vedeli google flight search tudi v slovenscini in za lete z brnika  okolice zgleda hudicevo dobro,Positive
47068,bonbon sem mel lani ampak pejt km ne kofe hrvaska je polna vajrlesov edin ce si u punta krizi ne,Neutral
47069,djokovič pred velikim finalom roland garrosa pospravil tudi z gulbisem,Positive
47071, kultura pitja rajši deci janževca kot dva deci z janševcem  d,Neutral
47072, kultura pitja rajši deci janževca kot dva deci z janševcem  d,Positive
47075,ne vem če je iz njegove knjige šund sem nazadnje bral pri 12 victoria holt tole je uporabil v enem intervjuju ,Positive
47076,ce si 20 minut stran pa ne rabis twitiranja in ne tablic dej na off in pojdi na off ,Positive
47077,ne vem jaz mu ne pripisujem ne moči ne pameti bomo videli ,Negative
47080,če kakšni knjigi pašeta v ta prostor in čas sta to ti dve lepotici čudovite ilustracije,Negative
47081,jaz sem v to prepričan odkar je prvič na to temo odprl usta,Positive
47082,blaž švab je imel pomembno vlogo preverite kakšno,Neutral
47083,blaž švab je imel pomembno vlogo preverite kakšno,Negative
47085,trendi ki bodo v prihodnje vplivali na marketing in odnose z javnostmi v vašem podjetju,Positive
47088,kolega  o  parlament bo razdrobljen bistveno je kdo bo tretji prelom in zagon vs status quo,Positive
47089,jutarnji list pahor se je kosilu z obamo izognil zaradi rusije  dnevnik,Neutral
47090, če kakšni knjigi pašeta v ta prostor in čas sta to ti dve lepotici čudovite ilustracije,Positive
47093, vse diši že po poletju  malinina torta s svežimi malinami domačo vanilijevo kremo in meringa peno  http,Negative
47094,,Negative
47095,ja itak od tega me ne zanima eeee nic no mrbit volitve mal ,Negative
47096,  cela siska stoji obvoznica pa od kosez naprej proti obali in pred odceoom vič folk je znoru,Negative
47097, prijavite se na osebno svetovanje s področja intelektualne lastnine  10 junija rckerra lur tehnološki park 19 ,Neutral
47098,tnx,Positive
47099,odprta kuhna je aktualna lokacija na  več na ,Neutral
47100, paella time         odprta kuhna,Neutral
47102, tetris danes praznuje 30 rojstni dan,Positive
47103, odlok o predčasnih volitvah ustavno izpodbija tudi vogrin,Positive
47104, odlok o predčasnih volitvah ustavno izpodbija tudi vogrin,Positive
47105,od dvojnega vodstva do dvojne katastrofe na enem brzincu za hyundai ,Neutral
47106, paella time         odprta kuhna,Neutral
47109,danes ob desetih zvečer odpiramo vrata letnega vrta upam da uleti čimveč gekkotov in pik nogavičk da bo,Negative
47111,izjemna aktivnost v bližini pogačarjev trg več na ,Positive
47112,pri hk olimpija vabijo k vpisu igralcev ,Negative
47113, kolega  o  parlament bo razdrobljen bistveno je kdo bo tretji prelom in zagon vs status quo http,Positive
47114,točnoin poštenje,Positive
47115,točnobogate so pobillsposobni pobegnil in so na tujem markeuspešni poslovnežibogati,Positive
47116,vklopili smo prvega naročnika ki že veselo brska z internetno hitrostjo 500100 mbits kdo bo naslednji  ,Neutral
47117,politični umor,Neutral
47119,s kolesom čez ljubljanico,Positive
47120, vklopili smo prvega naročnika ki že veselo brska z internetno hitrostjo 500100 mbits kdo bo naslednji   httpt,Negative
47121,hvala bogu,Negative
47122,videoigre pod navzkrižnim ognjem,Neutral
47125,ka jje zdej dones ivana študiraš,Negative
47126, boštjan goličič je zapustil aktualne prvake iz briancona in se preselil v gap,Negative
47128,ja v centru pejd dol,Neutral
47129,70 obletnicain mi 1 temmogoče tud zadnjič,Negative
47132,jah nism mel cist splanirano sorry,Neutral
47133,jah nism mel cist splanirano sorry,Neutral
47134,a jazdej nem kao težiš s nj citatimama dej kavo jest bi jo tudnebom reklaneeeeeeee mama,Neutral
47135,a jazdej nem kao težiš s nj citatimama dej kavo jest bi jo tudnebom reklaneeeeeeee mama,Neutral
47136,pridna ,Positive
47137,se vedno mas cas ce pa nimas volje je pa vseeno p,Negative
47138,glasovanje za mlade upe se je pričelo  izberite svojega favorita in mu oddajte svoj glas,Neutral
47139,tko se obogatio švercom oružja u ratovima devedesetih  tportalhr,Negative
47143,ahhhhhh poglejte kaj je pred 20imi minutami objavila gaby espino na svojem instagramu previdno s tema dvema ,Neutral
47145,danes je bil nas tgif v znamenju cebel,Neutral
47146,bravo,Negative
47147,dana international skozi glasbo o otroškem veselju ,Negative
47148,osli so sli v adrenalinskih razmerah kaj pa ziherasi,Neutral
47150,skočil je pokonci čvrsto stal in hodil šel je z njima v tempelj in hodil okoli poskakoval in hvalil boga apostolska dela 3 8,Negative
47151,manjka nam prepričanje da smo razumnidaje še dovolj zdravega razumamogoče ga ni dost,Negative
47153,tole si mislim o nedeljskem referendumu in slovenski politiki na splošno,Positive
47154,s predragom sva za tv iz londona primerjala tamkajšnji in naš nepremičninski trg,Neutral
47155, nocoj 2040 tvslo 3na tretjem  in   o aktualnih zadevah in prihodnosti ,Positive
47156,rekla semrabimo še 20 letza natur eliminacijo tistih k nes onemogočajo,Neutral
47157,tko je če ti je v lajfu namenjeno ta kratko vlečt ,Positive
47158,očitno je ceca zaželjena samo v sloveniji in mogoče beogradu  via,Neutral
47159,očitno je ceca zaželjena samo v sloveniji in mogoče beogradu  via,Negative
47160,ne če pridnim judom to uspe vsa čast nem ne ratalevih ne premaknešudbe ni pobojev nietc,Negative
47161, danes je še čas za glasovanje proti zapiranju arhivov preprečimo ponovno krajo zgodovine,Negative
47162,un k reče da sem jesti izdajalka narodaker želim pokopat polžrtve in obsodit zločince,Negative
47163,običajno pa dobim od njih lepe željenej se jebe,Neutral
47164,pa pleveluk je napadel travo in zmagu,Positive
47165,pa pleveluk je napadel travo in zmagu,Positive
47166,z  sva resla svetvsaj za ta vikend ,Positive
47168,nisem sem pa sla gledat hawaiianke ,Neutral
47169,popoldanska malica ,Neutral
47170,popoldanska malica ,Neutral
47173,mlade gazele  vsekakor tale zagonska podjetja razturajo,Positive
47174,nabijem btc in franjo in obvoz lppja na mars,Positive
47175,v nedeljo 2025 na tvslo3 intervju na tretjem majda juvan in franc bogovič predsednik ,Negative
47176,nazaj ga bolignoriri ga,Neutral
47177,in tako začenjamo,Neutral
47178,in tako začenjamo,Negative
47179,konec dogodka h3 ljubljanska sev obvoznica zastoj,Negative
47180,konec dogodka h3 ljubljanska sev obvoznica zastoj,Negative
47181,ko pravica vedeti trči s pravico do zasebnosti,Positive
47182,jurij zrnec kadarkoli sem želel biti kritičen in kaj povedati so mi prišli dat roko in rekli hvala kaj bomo spili,Positive
47183,jurij zrnec kadarkoli sem želel biti kritičen in kaj povedati so mi prišli dat roko in rekli hvala kaj bomo spili,Neutral
47184,vem da bolisam k delam pozabimpol meboli,Neutral
47185,vem da bolisam k delam pozabimpol meboli,Negative
47186,jurij zrnec joško potrebuješ op p se mi zdi blazno čustven iskriv človek mojster avtorskega prava tak tihi oče sazasa,Negative
47187,za nekatere je politično združevanje proti nekaj moralno zavržnega ali manj vrednega zakaj le bi bilo tako,Neutral
47188, a za sds je večji problem pionirska kapa kot da je sam njen predsednik hodil v kumrovec urednikov komentar http,Negative
47190, od 1 do troha kok boste šoferi danas razpizdeni zbog maratona franja,Negative
47192,dvajseti referendum in premiernih 20 odstotkov,Negative
47194,odprta kuhna je osrednja lokacija na  več na ,Negative
47195,referendum o arhivih  soočenje  kako se trohi pri 11108 utrga po tem ko ga novinarka prekine  via,Positive
47196, za nekatere je politično združevanje proti nekaj moralno zavržnega ali manj vrednega zakaj le bi bilo tako,Neutral
47201,al uničjoal zanikajo al lažejokje je tisti reklaž ma kratke nogeal pa za vsako rit palca rastea velja,Neutral
47202,al uničjoal zanikajo al lažejokje je tisti reklaž ma kratke nogeal pa za vsako rit palca rastea velja,Negative
47203,toyota ft1 lepo pristoji v vsako garažo kajne ,Neutral
47205,want to learn about   culture andrej peršin the  lettuce man explains it all,Negative
47206,ti si sel sigurno pogledat na slavnostno otvoritev  ,Negative
47207,se vidimo jutri ,Neutral
47208,cesar franc jožef in 1 svetovna vojna je avstrijska dokumentarna oddaja ki bo na sporedu ob 20 uri na tvs 2,Negative
47210,z otvoritve slovenskega paviljona na beneškem arhitekturnem bienalu,Negative
47212,depresija in samomori med dijakinjami  to ne sme biti tabu res fin prispevek  na ,Neutral
47213,depresija in samomori med dijakinjami  to ne sme biti tabu res fin prispevek  na ,Neutral
47214,v tivoliju je  pomoje bi se bilo pametno z avtom izognit zabasane celovške,Neutral
47215,sej vem sam grem na piknik na rudnik pa mi bodo vse prej pojedli p,Positive
47221,mnogi premnogi tudi komentatorji ponujajo zavajajočo idejo da v našem proporcionalnem sistemu volimo mandatarja za sestavo vlade,Negative
47222,mnogi premnogi tudi komentatorji ponujajo zavajajočo idejo da v našem proporcionalnem sistemu volimo mandatarja za sestavo vlade,Positive
47223, edin džeko obsojen zaradi vojnega zločina med vojno v bih,Negative
47224, edin džeko obsojen zaradi vojnega zločina med vojno v bih,Neutral
47225, zunaj je poletje čas je za poletno branje,Neutral
47226,po poteh okupirane  smartinka kajuhova jarska cesta vse v celoti v vse smeristoji p,Neutral
